trial,tracked_rmse,untracked_rmse,phase_direction_only_untracked_rmse
1,0.0,0.5045200087303848,0.032210612622525885
2,0.0,0.6487566363955137,0.1385270108537652
3,0.0,0.64815150306375,0.14399187690636459
4,0.0,0.6736957254964436,0.12372219941803465
5,0.0,0.6217878045752473,0.10334240263501919
6,0.0,0.11825460293387757,0.11825460293387757
7,0.0,0.10824590406983926,0.10824590406983926
8,0.0,0.5059736505452732,0.12784641643141334
9,0.0,0.5063700739806588,0.10824590406983926
10,0.0,0.13473013460455222,0.13473013460455222
11,0.0,0.6477969939629259,0.11731689882492403
12,0.0,0.1269795646125918,0.1269795646125918
13,0.0,0.5104049678352266,0.15432842635929808
14,0.0,0.6477969939629259,0.11825460293387757
15,0.0,0.6467394966141236,0.1269795646125918
16,0.0,0.032210612622525885,0.032210612622525885
17,0.0,0.5049473353534919,0.11825460293387757
18,0.0,0.10334240263501919,0.10334240263501919
19,0.0,0.6750823233202345,0.11731689882492403
20,0.0,0.12690992935369613,0.12690992935369613
21,0.0,0.6229205798095049,0.10334240263501919
22,0.0,0.12784641643141334,0.12784641643141334
23,0.0,0.15092958496271983,0.15092958496271983
24,0.0,0.10824590406983926,0.10824590406983926
25,0.0,0.13554742910034237,0.13554742910034237
26,0.0,0.6498115372282844,0.0
27,0.0,0.5063700739806588,0.10824590406983926
28,0.0,0.6229533453593666,0.12690992935369613
29,0.0,0.0,0.0
30,0.0,0.6487566363955137,0.14399187690636459
31,0.0,0.6224515099081366,0.10824590406983926
32,0.0,0.6488171653579968,0.12690992935369613
33,0.0,0.14322277839040362,0.14322277839040362
34,0.0,0.5081053206421794,0.1403429266101403
35,0.0,0.651248989728393,0.10334240263501919
36,0.0,0.6229533453593666,0.18573345246593334
37,0.0,0.6210139366294668,0.1705005494968664
38,0.0,0.6243864534031133,0.06624918430187118
39,0.0,0.12275425289187221,0.12275425289187221
40,0.0,0.5095192412534367,0.15432842635929808
41,0.0,0.6214840915512786,0.032210612622525885
42,0.0,0.6757789505955926,0.12784641643141334
43,0.0,0.5034907304447512,0.10334240263501919
44,0.0,0.651248989728393,0.0
45,0.0,0.06624918430187118,0.06624918430187118
46,0.0,0.1403429266101403,0.1403429266101403
47,0.0,0.6235829313490092,0.07366463185397533
48,0.0,0.6481198693133916,0.1403429266101403
49,0.0,0.6470542329580254,0.11825460293387757
50,0.0,0.6498115372282844,0.0
51,0.0,0.6229533453593666,0.15432842635929808
52,0.0,0.1705005494968664,0.1705005494968664
53,0.0,0.6239184855652439,0.07366463185397533
54,0.0,0.651248989728393,0.10334240263501919
55,0.0,0.6466470865528471,0.15092958496271983
56,0.0,0.6229533453593666,0.07366463185397533
57,0.0,0.646707793795389,0.11731689882492403
58,0.0,0.12256294170983116,0.12256294170983116
59,0.0,0.12372219941803465,0.12372219941803465
60,0.0,0.5104049678352266,0.18573345246593334
61,0.0,0.670643982441115,0.13473013460455222
62,0.0,0.12690992935369613,0.12690992935369613
63,0.0,0.6534037849126322,0.10824590406983926
64,0.0,0.5030920381666972,0.12372219941803465
65,0.0,0.670643982441115,0.13473013460455222
66,0.0,0.12282624419758569,0.12282624419758569
67,0.0,0.6713171569841452,0.13554742910034237
68,0.0,0.6534037849126322,0.1393854682593347
69,0.0,0.12256294170983116,0.12256294170983116
70,0.0,0.18573345246593334,0.18573345246593334
71,0.0,0.18573345246593334,0.18573345246593334
72,0.0,0.12282624419758569,0.12282624419758569
73,0.0,0.12256294170983116,0.12256294170983116
74,0.0,0.6473774791945802,0.139553719708033
75,0.0,0.6727366577646706,0.14322277839040362
76,0.0,0.6771612826907241,0.12165844942056382
77,0.0,0.6727366577646706,0.14322277839040362
78,0.0,0.6481198693133916,0.139553719708033
79,0.0,0.10334240263501919,0.10334240263501919
80,0.0,0.5100116806640913,0.14322277839040362
81,0.0,0.670643982441115,0.1403429266101403
82,0.0,0.10334240263501919,0.10334240263501919
83,0.0,0.6214840915512786,0.10824590406983926
84,0.0,0.6750823233202345,0.12372219941803465
85,0.0,0.621820777912331,0.173516457272075
86,0.0,0.64815150306375,0.13932203379663521
87,0.0,0.6235829313490092,0.12690992935369613
88,0.0,0.6750823233202345,0.12372219941803465
89,0.0,0.032210612622525885,0.032210612622525885
90,0.0,0.6217878045752473,0.10334240263501919
91,0.0,0.6484339356534453,0.13932203379663521
92,0.0,0.6757789505955926,0.12784641643141334
93,0.0,0.508500082243808,0.18291908538858567
94,0.0,0.12784641643141334,0.12784641643141334
95,0.0,0.15432842635929808,0.15432842635929808
96,0.0,0.5100116806640913,0.1385270108537652
97,0.0,0.5081053206421794,0.139553719708033
98,0.0,0.12275425289187221,0.12275425289187221
99,0.0,0.64815150306375,0.14322277839040362
100,0.0,0.11825460293387757,0.11825460293387757
101,0.0,0.6473459498785116,0.12256294170983116
102,0.0,0.5091252698800269,0.1385270108537652
103,0.0,0.15432842635929808,0.15432842635929808
104,0.0,0.1393854682593347,0.1393854682593347
105,0.0,0.6221481204276882,0.1705005494968664
106,0.0,0.6727366577646706,0.1385270108537652
107,0.0,0.6217878045752473,0.1705005494968664
108,0.0,0.5049473353534919,0.11731689882492403
109,0.0,0.06624918430187118,0.06624918430187118
110,0.0,0.622115164440407,0.10824590406983926
111,0.0,0.651971083278152,0.173516457272075
112,0.0,0.12784641643141334,0.12784641643141334
113,0.0,0.5081053206421794,0.13554742910034237
114,0.0,0.1269795646125918,0.1269795646125918
115,0.0,0.64815150306375,0.14322277839040362
116,0.0,0.6473459498785116,0.1269795646125918
117,0.0,0.5030920381666972,0.11825460293387757
118,0.0,0.1705005494968664,0.1705005494968664
119,0.0,0.139553719708033,0.139553719708033
120,0.0,0.6214840915512786,0.032210612622525885
121,0.0,0.07366463185397533,0.07366463185397533
122,0.0,0.032210612622525885,0.032210612622525885
123,0.0,0.15092958496271983,0.15092958496271983
124,0.0,0.6221481204276882,0.0
125,0.0,0.6488171653579968,0.15432842635929808
126,0.0,0.622115164440407,0.032210612622525885
127,0.0,0.6236158097697762,0.18291908538858567
128,0.0,0.12372219941803465,0.12372219941803465
129,0.0,0.6467394966141236,0.12784641643141334
130,0.0,0.6464157893248829,0.12784641643141334
131,0.0,0.6484339356534453,0.14322277839040362
132,0.0,0.07366463185397533,0.07366463185397533
133,0.0,0.6221481204276882,0.13561262919195827
134,0.0,0.6224843001483137,0.12275425289187221
135,0.0,0.12690992935369613,0.12690992935369613
136,0.0,0.5045200087303848,0.173516457272075
137,0.0,0.6495129622570923,0.12690992935369613
138,0.0,0.6750823233202345,0.12282624419758569
139,0.0,0.6498115372282844,0.13561262919195827
140,0.0,0.139553719708033,0.139553719708033
141,0.0,0.6736957254964436,0.12282624419758569
142,0.0,0.18291908538858567,0.18291908538858567
143,0.0,0.6214840915512786,0.173516457272075
144,0.0,0.12165844942056382,0.12165844942056382
145,0.0,0.6473774791945802,0.13473013460455222
146,0.0,0.6481198693133916,0.13473013460455222
147,0.0,0.623289238064163,0.12690992935369613
148,0.0,0.6495129622570923,0.07366463185397533
149,0.0,0.5045200087303848,0.032210612622525885
150,0.0,0.15092958496271983,0.15092958496271983
151,0.0,0.6750823233202345,0.12372219941803465
152,0.0,0.5089935076681161,0.139553719708033
153,0.0,0.10824590406983926,0.10824590406983926
154,0.0,0.13932203379663521,0.13932203379663521
155,0.0,0.5034907304447512,0.13561262919195827
156,0.0,0.6534037849126322,0.173516457272075
157,0.0,0.18573345246593334,0.18573345246593334
158,0.0,0.6466470865528471,0.12275425289187221
159,0.0,0.5053445638944377,0.13561262919195827
160,0.0,0.5045200087303848,0.10824590406983926
161,0.0,0.6484655540828727,0.139553719708033
162,0.0,0.6473452159582876,0.06624918430187118
163,0.0,0.18291908538858567,0.18291908538858567
164,0.0,0.6488171653579968,0.07366463185397533
165,0.0,0.5091252698800269,0.14399187690636459
166,0.0,0.6243864534031133,0.15092958496271983
167,0.0,0.6713171569841452,0.1403429266101403
168,0.0,0.032210612622525885,0.032210612622525885
169,0.0,0.10824590406983926,0.10824590406983926
170,0.0,0.621820777912331,0.032210612622525885
171,0.0,0.6464157893248829,0.12165844942056382
172,0.0,0.508500082243808,0.12275425289187221
173,0.0,0.5045200087303848,0.173516457272075
174,0.0,0.6750823233202345,0.12372219941803465
175,0.0,0.173516457272075,0.173516457272075
176,0.0,0.173516457272075,0.173516457272075
177,0.0,0.622115164440407,0.173516457272075
178,0.0,0.6464157893248829,0.1269795646125918
179,0.0,0.6210139366294668,0.13561262919195827
180,0.0,0.6464157893248829,0.12256294170983116
181,0.0,0.18291908538858567,0.18291908538858567
182,0.0,0.6459637808153184,0.11731689882492403
183,0.0,0.5081053206421794,0.1403429266101403
184,0.0,0.6473459498785116,0.12165844942056382
185,0.0,0.6224515099081366,0.10824590406983926
186,0.0,0.508500082243808,0.18291908538858567
187,0.0,0.6464157893248829,0.1269795646125918
188,0.0,0.6484655540828727,0.1403429266101403
189,0.0,0.139553719708033,0.139553719708033
190,0.0,0.15092958496271983,0.15092958496271983
191,0.0,0.6534037849126322,0.10824590406983926
192,0.0,0.18291908538858567,0.18291908538858567
193,0.0,0.1705005494968664,0.1705005494968664
194,0.0,0.0,0.0
195,0.0,0.6466470865528471,0.12275425289187221
196,0.0,0.621820777912331,0.032210612622525885
197,0.0,0.6477969939629259,0.11825460293387757
198,0.0,0.13473013460455222,0.13473013460455222
199,0.0,0.6481198693133916,0.13554742910034237
200,0.0,0.1705005494968664,0.1705005494968664
